723.173218,143.999695,79.999886,28.889162,16.000015,9.590600,44.020000
768.371521,153.000015,84.999580,30.694723,16.999981,10.189987,45.110001
813.578857,162.001312,90.001236,32.500671,18.000235,10.789564,46.119999
858.768372,171.000702,95.000595,34.305920,19.000036,11.388839,47.090000
903.966675,180.001022,100.000282,36.111481,20.000000,11.988226,48.029999
949.164978,189.001343,104.999969,37.917042,20.999966,12.587612,49.009998
994.363037,197.998886,109.999619,39.722584,22.000031,13.187086,49.130001
1039.561401,206.999207,114.999313,41.528145,22.999996,13.786474,50.009998
1084.759644,215.999512,119.999008,43.333706,23.999960,14.385860,51.119999
724.025452,95.999329,127.999519,29.796448,20.140577,13.177175,51.330002
769.277100,101.999802,135.999588,31.658731,21.399349,14.000737,52.209999
814.528687,108.000290,143.999680,33.521019,22.658127,14.824299,53.150002
859.780396,114.000763,151.999756,35.383305,23.916903,15.647861,54.209999
905.041138,120.002228,160.001801,37.245979,25.175964,16.471613,55.029999
950.283447,125.998955,167.999878,39.107857,26.434551,17.295073,56.009998
995.535095,131.999435,175.999954,40.970142,27.693325,18.118633,56.540001
1040.786743,137.999924,184.000031,42.832428,28.952101,18.942196,56.709999
1086.038330,144.000397,192.000107,44.694717,30.210876,19.765759,57.049999
