439.999573,49.999809,21.845032,18.362360,10.000040,6.346268,27.330000
461.990906,52.498909,22.936949,19.280106,10.499830,6.663436,28.219999
483.999634,54.999771,24.029560,20.198565,11.000016,6.980884,29.129999
506.009003,57.501167,25.122890,21.117098,11.500210,7.298292,30.020000
528.000305,60.000271,26.214808,22.034845,12.000001,7.615460,30.830000
550.009033,62.501129,27.307419,22.953304,12.500186,7.932907,31.790001
572.000366,65.000237,28.399338,23.871050,12.999977,8.250075,32.709999
594.000244,67.500160,29.491606,24.789194,13.499998,8.567411,33.419998
616.000366,70.000198,30.583866,25.707254,13.999953,8.884692,33.410000
455.009064,100.002380,45.000706,19.934126,10.500211,5.605744,27.360001
477.749969,104.999260,47.249416,20.930466,11.025034,5.885922,28.110001
500.490997,109.998520,49.499077,21.926739,11.549805,6.166075,29.160000
523.250122,115.000092,51.750145,22.923801,12.074981,6.446468,30.010000
545.999695,120.000191,54.000149,23.920473,12.599981,6.726789,30.879999
568.749939,125.000816,56.250874,24.917217,13.124992,7.007070,31.740000
591.500244,129.999802,58.499687,25.913897,13.650014,7.287292,32.720001
614.249878,134.999908,60.749691,26.910568,14.175016,7.567613,33.439999
637.008972,140.001465,63.000755,27.907629,14.700190,7.848006,33.320000
